ranking,objectid,pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,pl_rade,pl_bmasse,pl_dens,pl_eqt,pl_insol,st_teff,st_lum,st_mass,st_rad,st_met,st_logg,st_age,distancia_tierra,indice_habitabilidad,orig_idx
1423,3.3514,Kepler-288 d,Kepler-288,2.313296685179221,1.1422730753579817,0.10121212121212121,0.09526736806700124,0.014917045093595432,0.3595481207907885,0.1610190170215789,0.01812163940704929,0.03832833696083665,0.019016760534708556,0.1266025641025641,0.05322244972057628,0.3157894736842105,0.08055555555555596,0.41709118695873665,2.6705937109095825,0.27243549102910586,3001
1424,3.17182,TOI-4504 c,TOI-4504,2.115871876621779,1.0302886602562664,0.09272727272727273,0.5759905513472945,0.9985832192269654,0.07603736693460787,0.03690658104431109,0.0011441237471077263,0.1267572858061955,0.07043835244622379,0.08814102564102562,0.046788966787319794,0.21052631578947367,0.01666666666666644,0.41709118695873665,2.670699664916793,0.2724276272334767,1679
1425,3.13105,AB Aur b,AB Aur,1.7328636152629304,0.5815499668372333,0.8987878787878788,0.6560327741140805,0.9985832192269654,0.27590701716272004,0.08759984688926545,0.0015439042593698045,0.41270036822580886,0.47576677749881247,0.44711538461538475,0.5284228936542932,0.02631578947368421,0.5046296296296298,0.5854559347936831,2.6709746062287834,0.2724072234940646,4703
1426,3.3147,Kepler-1359 b,Kepler-1359,2.2918338318966915,1.17500328423535,0.10121212121212121,0.10439478057641455,0.01669986893987991,0.37692809037584174,0.05827354901733331,0.0022552962329212213,0.2926642300795313,0.24336703535319265,0.17628205128205124,0.16376138375561938,0.14473684210526316,0.16666666666666605,0.2878247580234335,2.6710249716064407,0.27240348614746684,4333
1427,3.39,Kepler-482 b,Kepler-482,2.3153921565179774,1.1889412586471513,0.10121212121212121,0.07758300633001299,0.011667340867456638,0.31827069302628713,0.04958363381299413,0.005340591217310349,0.2483128687391346,0.18275089909750966,0.20032051282051277,0.16376138375561938,0.17105263157894737,0.14814814814814714,0.18211920529801331,2.672299036961569,0.2723089786357355,2250
1428,3.19728,HD 134606 c,HD 134606,2.2964369088692096,1.1203247708244553,0.23212121212121212,0.13519979779568442,0.023266979563535385,0.42255051053660647,0.13936954710320118,0.01840288218285676,0.055302314757778595,0.021995657189387258,0.03685897435897439,0.09240820940495659,0.4513157894736842,0.10185185185185193,0.3438614365766684,2.673107289136158,0.27224905816328065,2446
1429,3.18356,HD 122562 c,HD 122562,2.1009506997198857,0.9516272184609271,0.8987878787878788,0.5191215864728811,0.1627120894300549,0.5561590267217031,0.15183022419352063,0.02251613997681283,0.22504209272719805,0.1380878062020764,0.1931089743589744,0.5284228936542932,0.02631578947368421,0.012037037037036919,0.0789607743250127,2.673864018590153,0.2721929812698268,574
1430,3.12031,BD+03 2562 b,BD+03 2562,1.7328636152629304,0.5815499668372333,0.8987878787878788,0.667442039750847,0.9985832192269654,0.005431240495329113,0.37317439057111024,0.4593910868872961,0.46076136503634346,0.47576677749881247,0.11217948717948709,0.5284228936542932,0.4671052631578948,0.5046296296296298,0.07641365257259304,2.6741278823816415,0.27217343326432625,3990
1431,3.11303,HD 47536 b,HD 47536,1.7328636152629304,0.5815499668372333,0.8987878787878788,0.6617374069324637,0.9985832192269654,0.09667608081685862,0.24614005693599386,0.0723843532656023,0.38273582193749744,0.47576677749881247,0.44711538461538475,0.5284228936542932,0.4671052631578948,0.5046296296296298,0.41709118695873665,2.6754175297030285,0.2720779318046076,614
1432,3.20115,Gaia-5 b,Gaia-5,1.7328636152629304,0.5815499668372333,0.8987878787878788,0.6332142428405473,0.9985832192269654,0.41929176623940917,0.0702171183002147,0.0015053940634595908,0.6094397218457832,0.5242332225011875,0.5296474358974358,0.38308466557118104,0.23684210526315788,0.36111111111111005,0.41709118695873665,2.676131785135433,0.2720250683186971,2641
1433,3.13156,HD 174205 b,HD 174205,1.7328636152629304,0.5815499668372333,0.8987878787878788,0.684555938205997,0.9985832192269654,0.23571583749728434,0.2896926699312656,0.12698570816380744,0.40244753808878486,0.47576677749881247,0.44711538461538475,0.5284228936542932,0.368421052631579,0.5046296296296298,0.36933265410086596,2.6766552794800957,0.27198633648934495,5301
1434,3.11058,HD 110014 b,HD 110014,1.7328636152629304,0.5815499668372333,0.8987878787878788,0.6503281412956972,0.9985832192269654,0.41929176623940917,0.21205466893226832,0.06680358308950955,0.36494052263425186,0.47576677749881247,0.44711538461538475,0.5284228936542932,0.25,0.5046296296296298,0.46484971981660717,2.6769538296688413,0.2719642525644831,4274
1435,3.2165,Kepler-409 b,Kepler-409,2.2209152619850245,1.090686549374073,0.8987878787878788,0.011352219308582788,0.011283695229648586,0.41929176623940917,0.09354438131729821,0.008004669606853405,0.09773725925013346,0.06853837280314853,0.06971153846153842,0.060240794738674254,0.06578947368421052,0.055555555555555074,0.15282730514518594,2.677362022402807,0.2719340641220292,256
1436,3.14321,HIP 9618 c,HIP 9618,2.3438050474376615,1.1711102637961914,0.10121212121212121,0.13854038855984682,0.013540434275578304,0.4898978926786877,0.11006033192036874,0.01663106112491872,0.03531682477105663,0.024292596865033586,0.04647435897435901,0.023803886853048933,0.023684210526315787,0.004629629629629521,0.12735608762098827,2.677367678966078,0.27193364583036694,3154
1437,3.10942,bet Pic b,bet Pic,1.7328636152629304,0.5815499668372333,0.5412121212121211,0.9980169546269322,0.9985832192269654,0.24657831848794257,0.6936597018993097,0.0014153753885103608,0.41270036822580886,0.32327475062767186,0.44711538461538475,0.3182585520873494,0.2763157894736842,0.08266666666666693,0.5837366276107998,2.6775103451275544,0.27192309637549505,3251
1438,3.3906,Kepler-440 b,Kepler-440,1.979905169723474,1.2143660464535064,0.8987878787878788,0.04905984223809646,0.007041025823300718,0.21616337171409944,0.01329045854781286,0.00031086095560595736,0.4500841854543961,0.3738888511908801,0.34054487179487175,0.2579241794151005,0.39473684210526316,0.2462962962962958,0.4202750891492613,2.6776600488130207,0.2719120274106776,5752
1439,3.18404,HD 81817 c,HD 81817,1.7328636152629304,0.5815499668372333,0.47454545454545455,0.627509610022164,0.9985832192269654,0.41929176623940917,0.4822991234285935,0.5225892715031785,0.44844154244178885,0.47576677749881247,0.44711538461538475,0.5284228936542932,0.2236842105263158,0.5046296296296298,0.5667345899133978,2.6778974857224513,0.27189447337289485,1266
1440,3.13154,HD 19615 b,HD 19615,1.7328636152629304,0.5815499668372333,0.8987878787878788,0.6617374069324637,0.9985832192269654,0.20747338692157288,0.43905498419154904,0.418495523733423,0.41476736068333947,0.47576677749881247,0.08012820512820519,0.5284228936542932,0.40789473684210525,0.5046296296296298,0.26744778400407543,2.6779561095765096,0.2718901395794913,2519
1441,3.11685,bet UMi b,bet UMi,1.7328636152629304,0.5815499668372333,0.8987878787878788,0.667442039750847,0.9985832192269654,0.03367369107104058,0.40159370547368717,0.4243186988200332,0.45227437613787247,0.47576677749881247,0.3205128205128204,0.5284228936542932,0.35526315789473684,0.5046296296296298,0.2101375445746306,2.6780268013559225,0.2718849138432991,2678
1442,3.4467,Kepler-1615 b,Kepler-1615,2.383165079719176,1.1554100167576107,0.10121212121212121,0.06046910787486307,0.008801282279125898,0.2639582880729958,0.20600210749109935,0.04689492945793671,0.023818323682805634,0.1320587636561037,0.032051282051282076,0.02924310424207491,0.07894736842105263,0.018518518518518906,0.09042282221090162,2.6790627346759885,0.2718083577577453,3275
1443,3.2476,Kepler-359 c,Kepler-359,2.3053941274252567,1.1102317548710818,0.10121212121212121,0.18825288300664916,0.004287804187266463,0.5876602215946122,0.13137107103030404,0.011035563924011489,0.12867370265423733,0.032764470380674496,0.13862179487179488,0.05029813929636885,0.381578947368421,0.010185185185185276,0.20122261844116143,2.6798238463310047,0.271752138623988,5069
1444,3.5086,Kepler-1498 b,Kepler-1498,2.377627358688946,1.1970637333905805,0.10121212121212121,0.018825288300664923,0.003001462931086524,0.00760373669346072,0.15795198812592975,0.013771140333343914,0.1429099420968338,0.056195290764741807,0.11217948717948717,0.11112379611988454,0.013157894736842105,0.11111111111111015,0.05476311767702492,2.6806545338632564,0.2716908068387469,4594
1445,3.2061,Kepler-978 b,Kepler-978,2.3658535094845115,1.1653428261085497,0.10121212121212121,0.11352219308582785,0.018550394957542276,0.3921355637627634,0.1487509014389824,0.031070552512815444,0.06132533913733864,0.048517337314243056,0.056089743589743626,0.05263758763573484,0.013157894736842105,0.0555555555555559,0.1235354049923586,2.6807044951618897,0.27168711895085634,5812
1446,3.11163,HD 173416 b,HD 173416,1.7328636152629304,0.5815499668372333,0.8987878787878788,0.7073744694795303,0.9985832192269654,0.4529654573104496,0.2637788325355628,0.08883541984081142,0.2997823498008295,0.47576677749881247,0.44711538461538475,0.5284228936542932,0.2894736842105263,0.5046296296296298,0.3655119714722363,2.6826187957795566,0.27154589042614025,4918
1447,3.2565,Kepler-293 c,Kepler-293,2.331871036737127,1.1438751413823265,0.10121212121212121,0.16144110876024764,0.029337607597086323,0.4497067130132521,0.10785718283032744,0.009771914139473271,0.0071181197212982356,0.07893397570740314,0.052884615384615336,0.025149069648184426,0.13157894736842105,0.059259259259258366,0.4177279673968415,2.6836984393945214,0.2714663038933141,25
1448,3.3782,Kepler-149 c,Kepler-149,2.323081684513205,1.1518854715040516,0.10121212121212121,0.034798260192138185,0.005009960681963972,0.1379535085813599,0.09252203835208184,0.014119304603622587,0.10868821266751537,0.04047295921829409,0.010416666666666585,0.027488517987550417,0.5006578947368421,0.023148148148147606,0.41709118695873665,2.6837089919521335,0.27146552623584497,1244
1449,3.632,Kepler-1628 b,Kepler-1628,2.1652992879665507,1.1291361339583526,0.10121212121212121,0.30976156203821364,0.07402104070649472,0.5225939604605692,0.007667572239122804,0.0003264040033862553,0.5623314579825606,0.45124516523037256,0.36057692307692296,0.2807338007239189,0.2236842105263158,0.277777777777777,0.06749872643912382,2.6849069340478393,0.2713772743512706,1044
1450,3.13147,mu2 Sco b,mu2 Sco,1.7328636152629304,0.5815499668372333,0.8987878787878788,0.6446235084773139,0.9985832192269654,0.41929176623940917,0.04904930145678196,0.0013873991616042206,0.41270036822580886,0.47576677749881247,0.44711538461538475,0.5284228936542932,0.02631578947368421,0.5046296296296298,0.5832908813041263,2.6853580692092387,0.2713440542873948,4726
1451,3.13136,TOI-500 e,TOI-500,2.2783197878713968,1.1611683410950255,0.3412121212121212,0.17056852126966093,0.03170718359531253,0.4573104497067129,0.041429910646767903,0.002540199875326208,0.3663093918114246,0.237504241025989,0.20833333333333331,0.18832559131896223,0.15789473684210525,0.16481481481481441,0.05094243504839536,2.687114313021235,0.27121480786978813,2894
1452,3.2125,Kepler-1018 b,Kepler-1018,2.3697572693343667,1.1967433201857114,0.10121212121212121,0.09013319853045627,0.013946647303845651,0.3486856398001303,0.12421467027378942,0.01724967442657458,0.07118119721298236,0.027892379724502953,0.07211538461538458,0.07018345018097973,0.06578947368421052,0.07407407407407315,0.016556291390728464,2.6888427666982997,0.2710877267601868,4386
1453,3.136,Kepler-803 b,Kepler-803,2.3608746291535887,1.1739779619797692,0.10121212121212121,0.15915925563289432,0.02888625978790038,0.4475342168151205,0.14721738699115783,0.03090268759678823,0.0386021107962712,0.08162108977403813,0.040064102564102595,0.0701834501809798,0.02631578947368421,0.07407407407407399,0.038206826286296576,2.6895353285158827,0.27103684094610647,5722
1454,3.36,Kepler-1397 b,Kepler-1397,2.3821356509620677,1.187755729789136,0.10121212121212121,0.04107335629235982,0.005890088909876561,0.17488594394959806,0.15130675885202333,0.08875546573983494,0.06789591118776778,0.20065481441270272,0.07211538461538466,0.0701834501809798,0.0,0.06481481481481494,0.13372389200203766,2.689932619232771,0.27100765872736315,3002
1455,3.17162,TOI-4465 b,TOI-4465,1.9736902551463467,0.9356065582174773,0.8987878787878788,0.7422426610539992,0.9985832192269654,0.1933521616337171,0.08792149500860816,0.20132598928864226,0.06378930365624957,0.02465562868969261,0.05608974358974354,0.008188069187780976,0.07894736842105263,0.05648148148148213,0.0789607743250127,2.6899665888398014,0.2710051638474103,1111
1456,3.11387,HIP 78530 b,HIP 78530,1.7328636152629304,0.5815499668372333,0.10121212121212121,0.627509610022164,0.9985832192269654,0.41929176623940917,0.9032392261257963,0.0015542384842559133,0.41270036822580886,0.46427359706860283,0.44711538461538475,0.5284228936542932,0.4671052631578948,0.2862407407407403,0.5852012226184411,2.690992841212808,0.27092981293115004,813
1457,3.1632,Kepler-891 b,Kepler-891,2.3371651568473384,1.140510802731202,0.10121212121212121,0.308620635474537,0.07356969289730879,0.522376710840756,0.11808061248249119,0.06734180881291855,0.02984134806236568,0.19934179276650604,0.048076923076923114,0.04094034593890488,0.11842105263157894,0.02777777777777795,0.13372389200203766,2.6912184449504517,0.2709132539603527,2712
1458,3.364,Kepler-1410 b,Kepler-1410,2.2815716649242406,1.194660634354063,0.10121212121212121,0.044496135983389806,0.006364004109521802,0.1944384097327829,0.017891001891286545,9.325828668178731e-05,0.4615826865426471,0.3928886476216326,0.2964743589743589,0.2339448339365991,0.013157894736842105,0.21296296296296208,0.0674987264391237,2.6913386472332257,0.2709044321223498,832
1459,3.11564,HD 220074 b,HD 220074,1.7328636152629304,0.5815499668372333,0.7472727272727273,0.6389188756589305,0.9985832192269654,0.41929176623940917,0.4165420763344926,0.4736016942219655,0.5450837063501841,0.47576677749881247,0.44711538461538475,0.5284228936542932,0.32894736842105265,0.5046296296296298,0.012735608762098782,2.6914797517227997,0.2708940769709772,627
1460,3.11629,ROXs 42 B b,ROXs 42 B,1.7328636152629304,0.5815499668372333,0.8987878787878788,0.6560327741140805,0.9985832192269654,0.27590701716272004,0.8792149500860815,0.0015542945879665948,0.6094397218457832,0.268562122548687,0.0,0.19685288051595137,0.02631578947368421,0.012037037037036919,0.5854941416199694,2.6928542557354445,0.2707932484600172,4385
1461,3.4909,Kepler-1453 b,Kepler-1453,2.384300301369267,1.1823247259666065,0.10121212121212121,0.09526736806700124,0.014917045093595432,0.3595481207907885,0.12677052768683036,0.016924824727966352,0.03093644340410387,0.047411277736309966,0.024038461538461557,0.0350917250904899,0.013157894736842105,0.03703703703703699,0.04202750891492614,2.69374820442128,0.27072771197642465,4303
1462,3.4893,Kepler-1450 b,Kepler-1450,2.3292200034707093,1.217409971899762,0.10121212121212121,0.04050289301052149,0.005799819348039373,0.1727134477514664,0.02709208857823391,0.0032298453287458975,0.34331238963492255,0.26046685214086995,0.23237179487179485,0.18715586714927923,0.02631578947368421,0.1759259259259251,0.029291900152827247,2.6938960713767393,0.2707168747244406,3053
1463,3.1575,Kepler-1752 b,Kepler-1752,2.315359807525186,1.1698286109767155,0.10121212121212121,0.2019784936921789,0.03994428111295599,0.4790354116880295,0.08383212314774266,0.009776577053807361,0.09089291336426977,0.13509873108502407,0.14102564102564102,0.10469031318662812,0.2631578947368421,0.0787037037037035,0.3311258278145696,2.694638240406237,0.27066249384406493,3265
1464,3.11264,HD 31527 c,HD 31527,2.353986689541492,1.175435842061923,0.1412121212121212,0.1625820353239243,0.02969868584443508,0.4507929611123179,0.16156834177686197,0.024746791386150255,0.032852860252145705,0.02686435502476759,0.032051282051282076,0.04310082648030929,0.2236842105263158,0.009259259259259042,0.0789607743250127,2.694648531243405,0.2706617399581058,58
1465,3.1503,Kepler-827 b,Kepler-827,2.3485599790901177,1.1627795204695976,0.10121212121212121,0.2641244994911472,0.058675215194172646,0.5082554855529002,0.16306370295201164,0.03513039659302925,0.04818419503648036,0.078618443373821,0.05608974358974354,0.05263758763573478,0.07894736842105263,0.055555555555555074,0.029291900152827247,2.694806605710892,0.27065016026937544,4328
1466,3.281,Kepler-1849 b,Kepler-1849,2.3083558300392886,1.1860094778225998,0.10121212121212121,0.07911489933343428,0.011938149552968205,0.3226156854225504,0.051117148260818694,0.004289881187362212,0.2661081680423802,0.2247099138223519,0.2331730769230769,0.1584976249920459,0.13157894736842105,0.11481481481481426,0.41709118695873665,2.6951331597695765,0.2706262418056833,1582
1467,3.222,Kepler-324 c,Kepler-324,2.349486927381608,1.1855288580152965,0.10121212121212121,0.12264960559524113,0.01173504303883453,0.41060178144688236,0.07923157980426898,0.009687981681459663,0.15988391989377576,0.10458370088891905,0.07932692307692304,0.09357793357463966,0.23684210526315788,0.08333333333333302,0.15410086602139575,2.69523528873353,0.27061876223387404,2435
1468,3.5807,Kepler-1454 b,Kepler-1454,2.385268909219678,1.2100404681877748,0.10121212121212121,0.050200768801773106,0.007198997556515799,0.22159461220942855,0.12114764137814031,0.012558782606480681,0.09034536569340068,0.08654746556286896,0.0801282051282051,0.08188069187780969,0.02631578947368421,0.08333333333333302,0.003820682628629567,2.6957168759092047,0.27058349802674864,2557
1469,3.19644,HD 110067 g,HD 110067,2.327267346615872,1.1821645193641719,0.10121212121212121,0.09167344939141978,0.01669986893987991,0.3204431892244188,0.09456672428251459,0.008271364455358567,0.14017220374248832,0.12290154034063921,0.16185897435897428,0.1239907619863975,0.2631578947368421,0.09259259259259207,0.41709118695873665,2.696743178018369,0.27050837773806286,2955
1470,3.19378,HD 36384 b,HD 36384,1.7328636152629304,0.5815499668372333,0.8987878787878788,0.667442039750847,0.9985832192269654,0.01303497718878993,0.3974765690582085,0.3555536113467904,0.5031963095286983,0.47576677749881247,0.11217948717948709,0.5284228936542932,0.21052631578947367,0.5046296296296298,0.5714467651553743,2.696842393036831,0.27050111789551673,231
1471,3.1436,Kepler-786 b,Kepler-786,2.336566304145253,1.1938115393611601,0.10121212121212121,0.08157624930288132,0.012366929971694852,0.3291331740169454,0.04753894788256138,0.004131342100003174,0.25734740530847466,0.19796430752527652,0.15224358974358967,0.1520641420587894,0.11842105263157894,0.157407407407407,0.2661742231278655,2.6969897650009806,0.2704903349927816,1346
1472,3.198,Kepler-1060 b,Kepler-1060,2.38642333186983,1.202350551270919,0.10121212121212121,0.07872393289368965,0.011870447381590312,0.32152943732348466,0.11705826951727481,0.02551546723613699,0.005201702873256403,0.024374024564022528,0.008012820512820519,0.005848620848414983,0.039473684210526314,0.0,0.04202750891492614,2.6979667025256853,0.27041887622108846,2727
1473,3.19314,HD 22946 d,HD 22946,2.382323530828766,1.1281748943437455,0.10121212121212121,0.09167344939141978,0.05770481740442287,0.41929176623940917,0.1487509014389824,0.02729514620698109,0.10704556965490808,0.0709744181312343,0.07852564102564108,0.06842886392645522,0.10526315789473684,0.027777777777777127,0.2674477840040753,2.69807790133833,0.2704107449002362,5579
1474,3.11249,HD 240237 b,HD 240237,1.7328636152629304,0.5815499668372333,0.8987878787878788,0.6389188756589305,0.9985832192269654,0.41929176623940917,0.45907986026523745,0.1287424876557675,0.507029143224782,0.47576677749881247,0.44711538461538475,0.5284228936542932,0.32894736842105265,0.5046296296296298,0.022924095771777855,2.698761767876782,0.27036074847665437,2431
1475,3.3337,Kepler-367 c,Kepler-367,2.3361968535474555,1.1967433201857114,0.10121212121212121,0.011409265636766615,0.0019633629699588543,0.047794916358896405,0.05213949122603507,0.004291435492140242,0.29239045624409676,0.2092386510144534,0.18589743589743585,0.17838293587665682,0.25973684210526315,0.17685185185185132,0.2941925624044829,2.6993239743378585,0.2703196602776565,5760
1476,3.14103,TOI-1221 b,TOI-1221,2.050579406609534,0.982066472923482,0.8987878787878788,0.1089584868311212,0.9985832192269654,0.3204431892244188,0.09456672428251459,0.007864782176830723,0.05092193339082584,0.0057304743163466105,0.05608974358974354,0.01813072463008638,0.07894736842105263,0.0555555555555559,0.41709118695873665,2.69949326642285,0.2703072902108374,2425
1477,3.4915,Kepler-1458 b,Kepler-1458,2.378108047810014,1.2036482247506384,0.10121212121212121,0.10040153760354621,0.01591001027380451,0.3704106017814468,0.12165881286074849,0.011335544746171237,0.03422172942931844,0.081536269254258,0.032051282051282076,0.0350917250904899,0.02631578947368421,0.03703703703703699,0.05476311767702492,2.7003738755334834,0.27024296291028965,1262
1478,3.11232,HD 21693 c,HD 21693,2.335019555502243,1.1877717504493797,0.32303030303030306,0.19053473613400249,0.03694281818186947,0.4714316749945687,0.12133115093662025,0.01285586643820683,0.09527329473122254,0.07043835244622379,0.1602564102564102,0.0500770614282987,0.0,0.06481481481481494,0.0789607743250127,2.7009134364102074,0.2702035638450314,4248
1479,3.2228,Kepler-973 b,Kepler-973,2.3659615810720673,1.203311790885526,0.10121212121212121,0.05476447505647976,0.00789858666075401,0.2422333260916793,0.07514220794340348,0.010712268530181293,0.15468221702051935,0.1167673203501391,0.11217948717948717,0.12866965866512947,0.07894736842105263,0.12962962962962907,0.2941925624044829,2.7018075601077904,0.2701382996718721,5750
1480,3.2762,Kepler-1251 b,Kepler-1251,2.3998216991644314,1.2050740635123054,0.10121212121212121,0.0479189156744198,0.00686048669962634,0.21181837931783615,0.11859178396509937,0.01986401506322068,0.06378930365624957,0.05178801655696546,0.06410256410256406,0.06433482933256474,0.05263157894736842,0.06481481481481412,0.02419765664798782,2.7029273459569882,0.27005660834578404,158
1481,3.3071,Kepler-1874 b,Kepler-1874,2.3137504884777367,1.180242040134958,0.10121212121212121,0.0690892210788563,0.010200460487602321,0.29328698674777315,0.05162831974342688,0.004336510330703106,0.29485442076300766,0.19576575965257514,0.19391025641025636,0.131593969089337,0.3157894736842105,0.09259259259259207,0.41709118695873665,2.7041964361640947,0.2699640845817444,3105
1482,3.3487,Kepler-238 f,Kepler-238,2.3596706832744836,1.1433144182738058,0.10121212121212121,0.05704632818383309,0.028209238074121464,0.41386052574407983,0.1599966740563625,0.054197053305120646,0.006023024379560045,0.14605414941982764,0.048076923076923114,0.02339448339365993,0.4473684210526316,0.04629629629629604,0.02419765664798782,2.704887887384551,0.26991370060213765,3408
1483,3.5019,Kepler-1918 b,Kepler-1918,2.3850856212223728,1.1977045598003184,0.10121212121212121,0.07402503996184283,0.011035453934596316,0.3084944601346947,0.12370349879118124,0.02087431316894004,0.030388895733234774,0.10453280857705095,0.026442307692307713,0.0444495184479538,0.21052631578947367,0.048148148148147676,0.0789607743250127,2.705047516211466,0.2699020715994847,2735
1484,3.3556,Kepler-401 c,Kepler-401,2.3831231127613592,1.1711102637961914,0.10121212121212121,0.06560327741140805,0.009636275726119891,0.28242450575711486,0.1753318185346081,0.07926332646040703,0.09280933021231161,0.19207097781095203,0.13862179487179488,0.19475907425221872,0.0,0.17222222222222264,0.13372389200203766,2.7078400228292474,0.26969879871919483,3211
1485,3.11572,kap And b,kap And,1.7328636152629304,0.5815499668372333,0.10121212121212121,0.6446235084773139,0.9985832192269654,0.41929176623940917,0.8408770888904675,0.0015195662987241227,0.41270036822580886,0.47576677749881247,0.44711538461538475,0.5284228936542932,0.4671052631578948,0.5046296296296298,0.5820173204279163,2.708182369469226,0.26967389959926263,671
1486,3.1862,HD 114082 b,HD 114082,1.915152840273538,0.7835704925071372,0.8987878787878788,0.582384863434618,0.9985832192269654,0.41929176623940917,0.14962170797534022,0.021252496407710184,0.23900455833436,0.19786930854312276,0.37660256410256404,0.2865824215723339,0.0,0.23148148148148098,0.5839276617422312,2.7091302777525774,0.2696049815230314,904
1487,3.38,Kepler-616 d,Kepler-616,2.3550203332089477,1.1616580742525562,0.10121212121212121,0.09429758048787609,0.014713938579461756,0.3584618726917227,0.12472584175639762,0.021278432411227784,0.06187288680820774,0.03782655900115356,0.04887820512820507,0.01345182795135446,0.02631578947368421,0.04074074074074028,0.5348955680081506,2.7121433646888744,0.2693861475050581,5697
1488,3.1155,Kepler-47 b,Kepler-47,2.36703671339635,1.14115162914094,0.02606060606060607,0.11694497277685781,0.002414710779144797,0.5550727786226373,0.12022701150979238,0.01420933341115296,0.03887588463170575,0.025785438013164144,0.03445512820512823,0.03743117342985582,0.32894736842105265,0.048148148148147676,0.0789607743250127,2.7136206580910387,0.2692789845999088,2312
1489,3.48,KOI-94 e,KOI-94,2.330637490915345,1.1140767133295097,0.013939393939393939,0.31717758470211194,0.07672912756161038,0.5333478166413208,0.1681754177780935,0.04460854712945489,0.11060462951555719,0.16251611589875822,0.22195512820512808,0.3041282841175788,0.030000000000000002,0.23981481481481462,0.18339276617422307,2.7142035897408348,0.2692367221770352,1955
1490,3.278,Kepler-1261 b,Kepler-1261,2.3747827825500734,1.2191722445265414,0.10121212121212121,0.07187837351162968,0.010674375687247563,0.30197697154029973,0.07207517904775436,0.005819317088943523,0.21135340095547067,0.17754631200379994,0.14423076923076925,0.13451827951354448,0.039473684210526314,0.12962962962962907,0.016556291390728464,2.7150771827754103,0.2691734116955636,363
1491,3.11033,HD 10180 e,HD 10180,2.3649101816515925,1.1696684043742809,0.20787878787878786,0.25043338072702725,0.05438741100690619,0.5028242450575711,0.1649933546447753,0.0302378828568833,0.03641192011279482,0.0587602632828934,0.048076923076923114,0.06374996724772325,0.10526315789473684,0.046296296296296856,0.03820682628629646,2.715993307611991,0.26910705085274494,2458
1492,3.1621,Kepler-890 b,Kepler-890,2.342342442065348,1.1304177867778287,0.10121212121212121,0.45009552937044306,0.12998816904555172,0.5487725396480555,0.1456838725433333,0.045427665747476594,0.04818419503648036,0.11077899165366085,0.07211538461538466,0.07603207102939465,0.11842105263157894,0.06481481481481494,0.1235354049923586,2.71618091516025,0.2690934652617357,1231
1493,3.13153,HD 33142 d,HD 33142,2.063942601054085,0.8779321813410574,0.8987878787878788,0.4746254504894913,0.14119441615057865,0.5517054095155333,0.24589519013062924,0.07459909776500254,0.20604218854804054,0.33942797041460265,0.41666666666666663,0.5284228936542932,0.07894736842105263,0.5046296296296298,0.2394294447274579,2.717126044562498,0.2690250446209173,1246
1494,3.5152,Kepler-1925 b,Kepler-1925,2.387634162329871,1.1874513372445106,0.10121212121212121,0.1141941543356974,0.018685799300298057,0.3932218118618292,0.1410833291998596,0.027573366762248423,0.021354359163894707,0.12381760195426476,0.045673076923076865,0.05380731180541784,0.21052631578947367,0.05000000000000014,0.0789607743250127,2.7172749798383493,0.2690142659404461,2489
1495,3.2537,Kepler-37 e,Kepler-37,2.3540563996057364,1.2015495182587463,0.10121212121212121,0.035939186755814846,0.016022847226100992,0.41929176623940917,0.07463103646079529,0.010297545724395504,0.13414917936292828,0.10920472280654135,0.1602564102564102,0.13334855534386147,0.32894736842105265,0.11731481481481419,0.1018848700967906,2.7174090114788396,0.26900456659790184,5422
1496,3.11596,BD+15 2940 b,BD+15 2940,1.7328636152629304,0.7385524372230428,0.8987878787878788,0.7244883679346802,0.7938756615771558,0.516619595915707,0.4870184008579312,0.5459135847123593,0.2688459063967257,0.47576677749881247,0.08012820512820519,0.5284228936542932,0.368421052631579,0.5046296296296298,0.31839021905247067,2.7183382596907943,0.26893733978983314,996
1497,3.1729,Kepler-193 c,Kepler-193,2.357793053937609,1.1438751413823265,0.10121212121212121,0.0998310743217079,0.01579717332150802,0.369324353682381,0.17379830408678357,0.023354983594675582,0.15249202633704295,0.03377892379724503,0.04086538461538455,0.08597472647170018,0.0,0.03425925925925993,0.5476311767702495,2.718414973008362,0.2689317914377254,5537
1498,3.19327,HD 112300 b,HD 112300,1.7328636152629304,0.5815499668372333,0.8987878787878788,0.6389188756589305,0.9985832192269654,0.41929176623940917,0.5036846619169095,0.4400597635811705,0.5806743049566753,0.47576677749881247,0.3205128205128204,0.5284228936542932,0.07894736842105263,0.5046296296296298,0.0789607743250127,2.7184541508941145,0.26892895795408606,2275
1499,3.1156,HD 40307 f,HD 40307,2.3498288215160525,1.2063557163317815,0.020000000000000004,0.06446235084773139,0.009478303992904813,0.27699326526178575,0.07309752201297073,0.004295512158533147,0.22504209272719805,0.21680124855805116,0.18429487179487175,0.16570078642895378,0.40789473684210525,0.027777777777777127,0.012735608762098782,2.718474167268753,0.26892751032193063,4815
